#separator:tab
#html:true
You should take the subway.[sound:google-e44a93e1-3e8ae98c-cab8d825-0c9d222a-74d21360.mp3]	Você deveria pegar o metrô.
"<strong><span style=""color: rgb(35, 151, 173);"">""Tell it,""</span>&nbsp;said The King.&nbsp;</strong>[sound:45 Tell it said.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">""Conte-a,""</span>&nbsp;disse o Rei.</strong>"
"<strong>""I will listen to you.""&nbsp;</strong>[sound:46 I will listen.mp3]"	"<strong>""Eu vou te escutar.""</strong>"
"<strong>The storyteller&nbsp;<span style=""color: rgb(35, 151, 173);"">began his story</span>.&nbsp;</strong>[sound:47 The storyteller began.mp3]"	"<strong>O contador de histórias&nbsp;<span style=""color: rgb(35, 151, 173);"">começou sua história</span>.</strong>"
"<strong>“Once upon a time&nbsp;<span style=""color: rgb(35, 151, 173);"">a certain king seized all the corn in&nbsp;his country</span>,&nbsp;</strong>[sound:48 Once upon a.mp3]"	"<strong>“Uma vez (era uma vez)&nbsp;<span style=""color: rgb(35, 151, 173);"">um certo rei confiscou todo o milho de seu país</span>,</strong>"
"<strong>and stored it&nbsp;<span style=""color: rgb(35, 151, 173);"">in a strong granary</span>,&nbsp;</strong>[sound:49 And stored it.mp3]"	"<strong>e guardou-o&nbsp;<span style=""color: rgb(35, 151, 173);"">em um forte celeiro</span>,</strong>"
"<strong>but&nbsp;<span style=""color: rgb(35, 151, 173);"">a swarm of locusts</span>&nbsp;came over the land&nbsp;</strong>[sound:50 But a swarm.mp3]"	"<strong>mas&nbsp;<span style=""color: rgb(35, 151, 173);"">um enxame de gafanhotos</span>&nbsp;invadiu a terra</strong>"
"<strong>and saw&nbsp;<span style=""color: rgb(35, 151, 173);"">where the grains were&nbsp;stored</span>.&nbsp;</strong>[sound:51 And saw where.mp3]"	"<strong>e viu&nbsp;<span style=""color: rgb(35, 151, 173);"">onde os grãos estavam guardados</span>.</strong>"
"<strong><span style=""color: rgb(35, 151, 173);"">After searching</span>&nbsp;for many days,&nbsp;</strong>[sound:52 After searching for.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">Depois de procurar</span>&nbsp;por muitos dias,</strong>"
"<strong>the locusts found&nbsp;<span style=""color: rgb(35, 151, 173);"">a small crack on the east side of the granary</span>,&nbsp;</strong>[sound:53 The locusts found.mp3]"	"<strong>os gafanhotos encontraram&nbsp;<span style=""color: rgb(35, 151, 173);"">uma pequena rachadura no&nbsp;lado leste do&nbsp;celeiro</span>,</strong>"
"<strong><span style=""color: rgb(35, 151, 173);"">but the opening was just large enough</span>&nbsp;for one locust at a time to pass&nbsp;through.&nbsp;</strong>[sound:54 But the opening.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">mas a abertura era apenas grande o bastante</span>&nbsp;para um gafanhoto de cada&nbsp;vez passar.</strong>"
"<strong>So, one locust&nbsp;<span style=""color: rgb(35, 151, 173);"">went in&nbsp;</span></strong>[sound:55 So one locust.mp3]"	"<strong>Então, um gafanhoto&nbsp;<span style=""color: rgb(35, 151, 173);"">entrou</span></strong>"
"<strong>and carried away&nbsp;<span style=""color: rgb(35, 151, 173);"">a grain of corn</span>;&nbsp;</strong>[sound:56 And carried away.mp3]"	"<strong>e levou&nbsp;<span style=""color: rgb(35, 151, 173);"">um grão de milho</span>;</strong>"
"<strong><span style=""color: rgb(35, 151, 173);"">then another locust</span>&nbsp;went in&nbsp;</strong>[sound:57 Then another locust.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">então outro gafanhoto</span>&nbsp;entrou</strong>"
"<strong>and carried away&nbsp;<span style=""color: rgb(35, 151, 173);"">a grain of corn</span>;&nbsp;</strong>[sound:58 And carried away.mp3]"	"<strong>e levou&nbsp;<span style=""color: rgb(35, 151, 173);"">um grão de milho</span>;</strong>"
"<strong>then another locust&nbsp;<span style=""color: rgb(35, 151, 173);"">went in&nbsp;</span></strong>[sound:59 Then another locust.mp3]"	"<strong>então outro gafanhoto&nbsp;<span style=""color: rgb(35, 151, 173);"">entrou</span></strong>"
"<strong>and carried away&nbsp;<span style=""color: rgb(35, 151, 173);"">a grain of corn</span>.”&nbsp;</strong>[sound:60 And carried away.mp3]"	"<strong>e levou&nbsp;<span style=""color: rgb(35, 151, 173);"">um grão de milho</span>.”</strong>"
<b><u>Although</u></b> it appears that progress[sound:google-3b20b8bb-c002db4c-83051234-bced23e8-401203bf.mp3]	Embora pareça que o progresso
This is the first step&nbsp;<b><u>toward</u></b>&nbsp;restoring control.[sound:google-496c3a61-64f334b2-b4ae9fcc-6a3ceb91-9680a566.mp3]	Este é o primeiro passo&nbsp;<b><u>para</u></b>&nbsp;restaurar o controle.<div><br></div><div>toward = para, rumo a</div>
This is what makes your case so&nbsp;<b><u>compelling</u></b>[sound:google-fac10219-fd23a29d-9afe249d-72637584-8c12f055.mp3]	É isso que torna o vosso caso tão&nbsp;convincente.
The response then was more&nbsp;<b><u>forthcoming</u></b>.[sound:google-93862401-0fe86e1a-3c0c1cc1-9962c1fc-e0999443.mp3]	A resposta era então mais&nbsp;<b><u>próxima</u></b>.<div><br></div><div>forthcoming = próximo, futuro, iminente</div>
Traffic cams for the&nbsp;<b><u>whole</u></b>&nbsp;city. [sound:google-a6118853-bbba2566-cbaf42f2-b2af7f56-46a3609e.mp3]	As câmaras de trânsito de&nbsp;<b><u>toda</u></b>&nbsp;a cidade.<div><br></div><div>whole = todo, inteiro, completo</div>
"<strong>Day after day,&nbsp;<span style=""color: rgb(35, 151, 173);"">week after week</span>,&nbsp;</strong>[sound:61 Day after day.mp3]"	"<strong>Dia após dia,&nbsp;<span style=""color: rgb(35, 151, 173);"">semana após semana</span></strong><span style=""background-color: rgb(244, 249, 236);"">,</span>"
"<strong>the Stranger&nbsp;<span style=""color: rgb(35, 151, 173);"">kept on saying</span>,&nbsp;</strong>[sound:62 The stranger kept.mp3]"	"<strong>o Estranho&nbsp;<span style=""color: rgb(35, 151, 173);"">continuava dizendo</span>,</strong>"
"<strong>“<span style=""color: rgb(35, 151, 173);"">Then&nbsp;another locust went in</span>&nbsp;and carried away a grain of corn.”&nbsp;</strong>[sound:63 Then another locust.mp3]"	"<strong>“<span style=""color: rgb(35, 151, 173);"">Então outro gafanhoto entrou</span>&nbsp;e levou um grão de milho.”</strong>"
"<strong><span style=""color: rgb(35, 151, 173);"">A month passed</span>.&nbsp;A year passed.&nbsp;</strong>[sound:64 A month passed.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">Um mês se passou</span>.&nbsp;Um ano se passou.</strong>"
"<strong><span style=""color: rgb(35, 151, 173);"">After two years</span>, The King asked,&nbsp;</strong>[sound:65 After two years.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">Depois de dois anos</span>, o Rei&nbsp;perguntou,</strong>"
"<strong>“<span style=""color: rgb(35, 151, 173);"">How much longer</span>&nbsp;will the locusts be going in&nbsp;</strong>[sound:66 How much longer.mp3]"	"<strong>“<span style=""color: rgb(35, 151, 173);"">Por quanto tempo mais</span>&nbsp;os&nbsp;gafanhotos vão entrar</strong>"
"<strong>and&nbsp;<span style=""color: rgb(35, 151, 173);"">carrying away corn</span>?""&nbsp;</strong>[sound:67 And carrying away.mp3]"	"<strong>e&nbsp;<span style=""color: rgb(35, 151, 173);"">levar milho</span>?”</strong>"
"<strong>""Oh, King!""&nbsp;<span style=""color: rgb(35, 151, 173);"">said the Stranger</span>,&nbsp;</strong>[sound:68 Oh king said.mp3]"	"<strong>“Ó, Rei!”&nbsp;<span style=""color: rgb(35, 151, 173);"">disse o Estranho</span>,</strong>"
"<strong>“<span style=""color: rgb(35, 151, 173);"">the locusts have only cleared</span>&nbsp;a few inches,&nbsp;</strong>[sound:69 The locusts have.mp3]"	"<strong>“<span style=""color: rgb(35, 151, 173);"">os gafanhotos&nbsp;removeram/liberaram&nbsp;apenas</span>&nbsp;algumas polegadas,</strong>"
"<strong>and&nbsp;<span style=""color: rgb(35, 151, 173);"">there are thousands of inches</span>&nbsp;in the granary.""&nbsp;</strong>[sound:70 And there are.mp3]"	"<strong>e&nbsp;<span style=""color: rgb(35, 151, 173);"">há milhares de polegadas</span>&nbsp;no celeiro.”</strong>"
"Man has&nbsp;<b><u>further</u></b>&nbsp;""a spiritual body"".[sound:google-b07b2a73-d7334cfa-7f8fdfee-8100f610-dcd61368.mp3]"	"O homem tem&nbsp;<b><u>além disso</u></b>&nbsp;um ""corpo espiritual"".<div><br></div><div>further = além disso, mais, mais longe</div>"
The water from the Rock still&nbsp;<b><u>flowed</u></b>.&nbsp;[sound:google-27c386f6-29a9e4d1-90725f43-ee419886-a3a6e336.mp3]	A água da Rocha, ainda&nbsp;<b><u>fluía</u></b>.<div><br></div><div>flowed = fluiu, fluía</div>
It is&nbsp;<b><u>carried out</u></b>&nbsp;for a long time.&nbsp;[sound:google-da147543-64ce2ac6-afe56b03-6b9b8ac6-deb84b20.mp3]	É&nbsp;<b><u>realizado</u></b>&nbsp;por um longo tempo.<div><br></div><div>carried out = realizado, efetuado, feito</div>
This day is&nbsp;<b><u>therefore</u></b>&nbsp;very special.&nbsp;[sound:google-742a7e03-fd86c721-40e95acd-444dbdb3-dd84df4d.mp3]	Este dia é,&nbsp;<b><u>portanto</u></b>, muito especial.<div><br></div><div>therefore = portanto</div>
These&nbsp;<b><u>trials</u></b>&nbsp;last for years, Ann.[sound:google-242f408b-46a99cd7-a43b7375-b2a6eaec-205516eb.mp3]	Estes&nbsp;<b><u>julgamentos</u>&nbsp;</b>duram anos, Ann.<div><br></div><div>trials = julgamentos</div>
Green tea has been used for centuries&nbsp;<b><u>amongst</u></b>&nbsp;various world cultures.[sound:google-951ff33e-57ddfd0f-89015524-3ec430de-9aeb83d3.mp3]	O chá verde tem sido usada há séculos&nbsp;<b><u>entre</u></b>&nbsp;várias culturas do mundo.<div><br></div><div>amongst = entre</div>
"<strong>“Man, man!”&nbsp;<span style=""color: rgb(35, 151, 173);"">cried The King</span>,</strong>[sound:71 Man man cried.mp3]"	"<strong>“Cara, cara!”&nbsp;<span style=""color: rgb(35, 151, 173);"">gritou&nbsp;o Rei</span>,</strong>"
"<strong>“You will&nbsp;<span style=""color: rgb(35, 151, 173);"">drive me mad</span>.&nbsp;</strong>[sound:72 You will drive.mp3]"	"<strong>“Você vai&nbsp;<span style=""color: rgb(35, 151, 173);"">me enlouquecer</span>.</strong>"
"<strong><span style=""color: rgb(35, 151, 173);"">I can listen to it no&nbsp;longer</span>.&nbsp;</strong>[sound:73 I can listen.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">Eu não posso mais escutar isso</span>.</strong>"
"<strong>Take my daughter, be my heir,&nbsp;<span style=""color: rgb(35, 151, 173);"">and rule my Kingdom</span>,&nbsp;</strong>[sound:74 Take my daughter.mp3]"	"<strong>Leve minha filha, seja meu herdeiro&nbsp;<span style=""color: rgb(35, 151, 173);"">e reine sobre meu Reino</span>,</strong>"
"<strong><span style=""color: rgb(35, 151, 173);"">but do not let me&nbsp;</span>hear another word&nbsp;</strong>[sound:75 But do not.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">mas não me deixe</span>&nbsp;ouvir outra palavra</strong>"
"<strong><span style=""color: rgb(35, 151, 173);"">about those</span>&nbsp;incessant locusts!""&nbsp;</strong>[sound:76 About those incessant.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">sobre aqueles</span>&nbsp;gafanhotos intermináveis!”</strong>"
"<strong>So,&nbsp;<span style=""color: rgb(35, 151, 173);"">the Stranger married The King's daughter&nbsp;</span></strong>[sound:77 So the stranger.mp3]"	"<strong>Então,&nbsp;<span style=""color: rgb(35, 151, 173);"">o Estranho se casou com a filha do Rei</span></strong>"
"<strong><span style=""color: rgb(35, 151, 173);"">and lived happily in the land</span>&nbsp;for many years;&nbsp;</strong>[sound:78 And lived happily.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">e viveu feliz naquela terra</span>&nbsp;por muitos anos;</strong>"
"<strong>however,&nbsp;<span style=""color: rgb(35, 151, 173);"">his father-in-law</span>,&nbsp;<span style=""color: rgb(35, 151, 173);"">The King</span>,&nbsp;</strong>[sound:79 However his father.mp3]"	"<strong>no entanto,&nbsp;<span style=""color: rgb(35, 151, 173);"">seu sogro</span>,&nbsp;<span style=""color: rgb(35, 151, 173);"">o Rei</span>,</strong>"
"<strong><span style=""color: rgb(35, 151, 173);"">did not care to listen to</span>&nbsp;any more stories.&nbsp;</strong>[sound:80 Did not care.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">não queria mais ouvir</span>&nbsp;quaisquer outras&nbsp;histórias.</strong>"
"<strong><span style=""color: rgb(35, 151, 173);""><u>Once upon a time</u>&nbsp;<u>there lived</u></span>&nbsp;a poor widow and her son Jack.&nbsp;</strong>[sound:01 Once upon a.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);""><u>Há muito tempo</u>&nbsp;<u>existia</u></span>&nbsp;uma pobre viúva e seu filho Jack.</strong>"
"<strong>One day, Jack’s mother told him&nbsp;<span style=""color: rgb(35, 151, 173);"">to sell their only cow</span>.&nbsp;</strong>[sound:02 One day Jacks.mp3]"	"<strong>Um dia, a mãe do Jack falou para ele&nbsp;<span style=""color: rgb(35, 151, 173);"">vender a única vaca deles</span>.</strong>"
"<strong><span style=""color: rgb(35, 151, 173);"">Jack went to the market</span>&nbsp;and on the way&nbsp;</strong>[sound:03 Jack went to.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">Jack foi ao mercado</span>&nbsp;e no caminho</strong>"
"<strong><span style=""color: rgb(35, 151, 173);"">he met a man</span>&nbsp;who wanted to buy his cow.&nbsp;</strong>[sound:04 He met a.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">ele encontrou um homem</span>&nbsp;que queria comprar sua vaca.</strong>"
"<strong>Jack asked,&nbsp;<span style=""color: rgb(35, 151, 173);"">""What will you give me&nbsp;<u>in return for my cow</u>?""&nbsp;</span></strong>[sound:05 Jack asked what.mp3]"	"<strong>Jack perguntou:&nbsp;<span style=""color: rgb(35, 151, 173);"">""O que você vai me dar&nbsp;<u>em troca da minha vaca</u>?""</span>.</strong>"
"<strong>The man answered,&nbsp;<span style=""color: rgb(35, 151, 173);"">""I will give you five magic beans!""&nbsp;</span></strong>[sound:06 The man answered.mp3]"	"<strong>O homem respondeu:&nbsp;<span style=""color: rgb(35, 151, 173);"">""Eu vou dar a você cinco feijões mágicos!""</span>.</strong>"
<strong>Jack took the magic beans&nbsp;</strong>[sound:07 Jack took the.mp3]	<strong>Jack pegou os feijões mágicos</strong>
"<strong>and&nbsp;<span style=""color: rgb(35, 151, 173);"">gave the man the cow</span>.&nbsp;</strong>[sound:08 And gave the.mp3]"	"<strong>e&nbsp;<span style=""color: rgb(35, 151, 173);"">deu ao homem a vaca</span>.</strong>"
"<strong>But&nbsp;<span style=""color: rgb(35, 151, 173);"">when he reached home</span>,&nbsp;</strong>[sound:09 But when he.mp3]"	"<strong>Mas&nbsp;<span style=""color: rgb(35, 151, 173);"">quando ele chegou em casa</span>,</strong>"
<strong>Jack’s mother was very angry.&nbsp;</strong>[sound:10 Jacks mother was.mp3]	<strong>a mãe do Jack estava muito zangada.</strong>
"<strong>She said, ""You fool!&nbsp;<span style=""color: rgb(35, 151, 173);"">He&nbsp;<u>took away</u>&nbsp;your cow</span>""&nbsp;</strong>[sound:11 She said you.mp3]"	"<strong>Ela disse: ""Seu tolo!&nbsp;<span style=""color: rgb(35, 151, 173);"">Ele&nbsp;<u>levou embora</u>&nbsp;sua vaca</span>""</strong>"
"<strong>""and&nbsp;<span style=""color: rgb(35, 151, 173);"">gave you some beans</span>!""&nbsp;</strong>[sound:12 And gave you.mp3]"	"<strong>""e&nbsp;<span style=""color: rgb(35, 151, 173);"">deu a você alguns feijões</span>!"".</strong>"
"<strong><span style=""color: rgb(35, 151, 173);"">She threw the beans</span>&nbsp;out of the window.&nbsp;</strong>[sound:13 She threw the.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">Ela jogou os feijões</span>&nbsp;pela janela.</strong>"
"<strong>Jack was very sad&nbsp;<span style=""color: rgb(35, 151, 173);"">and went to sleep without dinner</span>.&nbsp;</strong>[sound:14 Jack was very.mp3]"	"<strong>Jack estava muito triste&nbsp;<span style=""color: rgb(35, 151, 173);"">e foi dormir sem jantar</span>.</strong>"
"<strong>The next day,&nbsp;<span style=""color: rgb(35, 151, 173);"">when Jack woke up&nbsp;<u>in the morning&nbsp;</u></span></strong>[sound:15 The next day.mp3]"	"<strong>No dia seguinte,&nbsp;<span style=""color: rgb(35, 151, 173);"">quando Jack acordou&nbsp;<u>de manhã</u></span></strong>"
"<strong>and&nbsp;<span style=""color: rgb(35, 151, 173);"">looked out of the window</span>,&nbsp;</strong>[sound:16 And looked out.mp3]"	"<strong>e&nbsp;<span style=""color: rgb(35, 151, 173);"">olhou pela janela</span>,</strong>"
"<strong>he saw that&nbsp;<span style=""color: rgb(35, 151, 173);"">a huge beanstalk had grown</span>&nbsp;from his magic beans!&nbsp;</strong>[sound:17 He saw that.mp3]"	"<strong>ele viu que&nbsp;<span style=""color: rgb(35, 151, 173);"">um enorme pé de feijão tinha crescido</span>&nbsp;de seus feijões mágicos!</strong>"
"<strong>He&nbsp;<span style=""color: rgb(35, 151, 173);"">climbed up the beanstalk&nbsp;</span></strong>[sound:18 He climbed up.mp3]"	"<strong>Ele&nbsp;<span style=""color: rgb(35, 151, 173);"">escalou o pé de feijão</span></strong>"
"<strong>and reached&nbsp;<span style=""color: rgb(35, 151, 173);"">a kingdom in the sky</span>.&nbsp;</strong>[sound:19 And reached a.mp3]"	"<strong>e chegou&nbsp;<span style=""color: rgb(35, 151, 173);"">a um reino no céu</span>.</strong>"
"<strong><span style=""color: rgb(35, 151, 173);"">There lived</span>&nbsp;a giant and his wife.&nbsp;</strong>[sound:20 There lived a.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">Lá viviam</span>&nbsp;um gigante e sua esposa.</strong>"
"<strong>Jack&nbsp;<span style=""color: rgb(35, 151, 173);"">went inside the house&nbsp;</span></strong>[sound:21 Jack went inside.mp3]"	"<strong>Jack&nbsp;<span style=""color: rgb(35, 151, 173);"">foi para dentro da casa</span></strong>"
"<strong><span style=""color: rgb(35, 151, 173);"">and found the giant’s wife</span>&nbsp;in the kitchen.&nbsp;</strong>[sound:22 And found the.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">e encontrou a esposa do gigante</span>&nbsp;na cozinha.</strong>"
"<strong>Jack said,&nbsp;<span style=""color: rgb(35, 151, 173);"">""Could you please give me something to eat?""&nbsp;</span></strong>[sound:23 Jack said could.mp3]"	"<strong>Jack disse:&nbsp;<span style=""color: rgb(35, 151, 173);"">""Você poderia, por favor, me dar algo para comer?""</span></strong>"
"<strong>""I am so&nbsp;<span style=""color: rgb(35, 151, 173);"">hungry</span>!""&nbsp;</strong>[sound:24 I am so.mp3]"	"<strong>""Eu estou tão&nbsp;<span style=""color: rgb(35, 151, 173);"">faminto</span>!"".</strong>"
"<strong><span style=""color: rgb(35, 151, 173);"">The kind wife gave him</span>&nbsp;bread and some milk.&nbsp;</strong>[sound:25 The kind wife.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">A gentil esposa deu a ele</span>&nbsp;pão e um pouco de leite.</strong>"
"<strong>While he was eating,&nbsp;<span style=""color: rgb(35, 151, 173);"">the giant came home</span>.&nbsp;</strong>[sound:26 While he was.mp3]"	"<strong>Enquanto ele estava comendo,&nbsp;<span style=""color: rgb(35, 151, 173);"">o gigante chegou em casa</span>.</strong>"
"<strong>The giant was very big&nbsp;<span style=""color: rgb(35, 151, 173);"">and looked very fearsome</span>.</strong>[sound:27 The giant was.mp3]"	"<strong>O gigante era muito grande&nbsp;<span style=""color: rgb(35, 151, 173);"">e parecia muito assustador</span>.</strong>"
"<strong>Jack was terrified&nbsp;<span style=""color: rgb(35, 151, 173);"">and&nbsp;<u>went and hid</u>&nbsp;inside</span>.&nbsp;</strong>[sound:28 Jack was terrified.mp3]"	"<strong>Jack estava apavorado&nbsp;<span style=""color: rgb(35, 151, 173);"">e&nbsp;<u>foi e se escondeu</u>&nbsp;lá dentro</span>.</strong>"
"<strong>The giant cried,&nbsp;<span style=""color: rgb(35, 151, 173);"">""Fee-fi-fo-fum, I&nbsp;<u>smell</u>&nbsp;the blood of a boy.""</span></strong>[sound:29 The giant cried.mp3]"	"<strong>O gigante gritou:&nbsp;<span style=""color: rgb(35, 151, 173);"">""Fi-fi-fo-fum, eu&nbsp;<u>sinto o cheiro</u>&nbsp;do sangue de um menino.""</span></strong>"
"<strong>""Dead or alive,&nbsp;<span style=""color: rgb(35, 151, 173);"">I’ll grind his bones to make my bread</span>!"",&nbsp;</strong>[sound:30 Dead or alive.mp3]"	"<strong>""Vivo ou morto,&nbsp;<span style=""color: rgb(35, 151, 173);"">eu vou moer os ossos dele para fazer meu pão</span>!"",</strong>"
"<strong>but the wife said,&nbsp;<span style=""color: rgb(35, 151, 173);"">""There is no boy&nbsp;<u>in here</u>!""&nbsp;</span></strong>[sound:31 But the wife.mp3]"	"<span style=""color: rgb(51, 51, 51); background-color: rgb(244, 249, 236);""><strong>mas a mulher disse:&nbsp;<span style=""color: rgb(35, 151, 173);"">""Não tem nenhum menino&nbsp;<u>aqui dentro</u>!""</span>.</strong></span>"
"<strong>So,&nbsp;<span style=""color: rgb(35, 151, 173);"">the giant ate his food</span>&nbsp;and then went to his room.&nbsp;</strong>[sound:32 So the giant.mp3]"	"<strong>Então,&nbsp;<span style=""color: rgb(35, 151, 173);"">o gigante comeu sua comida</span>&nbsp;e depois foi para seu quarto.</strong>"
"<strong>He took out&nbsp;<span style=""color: rgb(35, 151, 173);"">his sacks of gold coins</span>,&nbsp;</strong>[sound:33 He took out.mp3]"	"<strong>Ele pegou&nbsp;<span style=""color: rgb(35, 151, 173);"">seus sacos de moedas de ouro</span>,</strong>"
"<strong>counted them and&nbsp;<span style=""color: rgb(35, 151, 173);"">kept them&nbsp;<u>aside</u></span>.&nbsp;</strong>[sound:34 Counted them and.mp3]"	"<strong>contou-os e&nbsp;<span style=""color: rgb(35, 151, 173);"">os guardou (<u>para usar depois</u>)</span>.</strong>"
"<strong>Then&nbsp;<span style=""color: rgb(35, 151, 173);"">he went to sleep</span>.&nbsp;</strong>[sound:35 Then he went.mp3]"	"<strong>Depois&nbsp;<span style=""color: rgb(35, 151, 173);"">ele foi dormir</span>.</strong>"
"<strong>In the night,&nbsp;<span style=""color: rgb(35, 151, 173);"">Jack crept out of his hiding place</span>,&nbsp;</strong>[sound:36 In the night.mp3]"	"<strong>À noite,&nbsp;<span style=""color: rgb(35, 151, 173);"">Jack saiu de fininho de seu esconderijo</span>,</strong>"
"<strong>took&nbsp;<span style=""color: rgb(35, 151, 173);"">one sack of gold coins&nbsp;</span></strong>[sound:37 Took one sack.mp3]"	"<strong>pegou&nbsp;<span style=""color: rgb(35, 151, 173);"">um saco de moedas de ouro</span></strong>"
"<strong>and&nbsp;<span style=""color: rgb(35, 151, 173);"">climbed down the beanstalk</span>.&nbsp;</strong>[sound:38 And climbed down.mp3]"	"<strong>e&nbsp;<span style=""color: rgb(35, 151, 173);"">desceu pelo pé de feijão</span>.</strong>"
"<strong>At home,&nbsp;<span style=""color: rgb(35, 151, 173);"">he gave the coins to his mother</span>.&nbsp;</strong>[sound:39 At home he.mp3]"	"<strong>Em casa,&nbsp;<span style=""color: rgb(35, 151, 173);"">ele deu as moedas para sua mãe</span>.</strong>"
"<strong><span style=""color: rgb(35, 151, 173);"">His mother was very happy</span>&nbsp;and they lived well for sometime.&nbsp;</strong>[sound:40 His mother was.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">A mãe dele estava muito feliz</span>&nbsp;e eles viveram bem por um tempo.</strong>"
"<strong>A few days later,&nbsp;<span style=""color: rgb(35, 151, 173);"">Jack&nbsp;<u>once again</u>&nbsp;climbed the beanstalk&nbsp;</span></strong>[sound:41 A few days.mp3]"	"<strong>Poucos dias mais tarde,&nbsp;<span style=""color: rgb(35, 151, 173);"">Jack&nbsp;<u>mais uma vez</u>&nbsp;escalou o pé de feijão</span></strong>"
"<strong>and&nbsp;<span style=""color: rgb(35, 151, 173);"">went to the giant’s house</span>.&nbsp;</strong>[sound:42 And went to.mp3]"	"<strong>e&nbsp;<span style=""color: rgb(35, 151, 173);"">foi para a casa do gigante</span>.</strong>"
<strong>Jack asked the giant’s wife for food,&nbsp;</strong>[sound:43 Jack asked the.mp3]	<strong>Jack pediu comida à esposa do gigante</strong>
"<strong><span style=""color: rgb(35, 151, 173);"">but while he was eating</span>&nbsp;the giant returned.&nbsp;</strong>[sound:44 But while he.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">mas enquanto ele estava comendo</span>&nbsp;o gigante retornou.</strong>"
"<strong>Jack then&nbsp;<span style=""color: rgb(35, 151, 173);"">hid under the bed</span>.&nbsp;</strong>[sound:45 Jack then hid.mp3]"	"<strong>Jack então&nbsp;<span style=""color: rgb(35, 151, 173);"">escondeu-se embaixo da cama</span>.</strong>"
"<strong><span style=""color: rgb(35, 151, 173);"">The giant cried</span>, ""Fee-fi-fo-fum, I smell the blood of a&nbsp;boy.""&nbsp;</strong>[sound:46 The giant cried.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">O gigante gritou</span>: ""Fi-fi-fo-fum, eu sinto o cheiro de sangue de um menino.""</strong>"
"<strong>""Dead or alive,&nbsp;<span style=""color: rgb(35, 151, 173);"">I’ll grind his bones to make my bread</span>!""&nbsp;</strong>[sound:47 Dead or alive.mp3]"	"<strong>""Vivo ou morto,&nbsp;<span style=""color: rgb(35, 151, 173);"">eu vou moer os ossos dele para fazer meu pão</span>!"".</strong>"
"<strong>The wife&nbsp;<u>again</u>&nbsp;said,&nbsp;<span style=""color: rgb(35, 151, 173);"">""There is no boy&nbsp;<u>in here</u>!""&nbsp;</span></strong>[sound:48 The wife again.mp3]"	"<strong>A esposa&nbsp;<u>novamente</u>&nbsp;disse:&nbsp;<span style=""color: rgb(35, 151, 173);"">""Não tem menino&nbsp;<u>aqui dentro</u>!""</span>.</strong>"
"<strong><span style=""color: rgb(35, 151, 173);"">The giant ate his food</span>&nbsp;and went to his room.&nbsp;</strong>[sound:49 The giant ate.mp3]"	"<strong><span style=""color: rgb(35, 151, 173);"">O gigante comeu sua</span>&nbsp;<span style=""color: rgb(35, 151, 173);"">comida</span>&nbsp;e foi para seu quarto.</strong>"
"<strong>There, he took out a&nbsp;<span style=""color: rgb(35, 151, 173);"">hen</span>.&nbsp;</strong>[sound:50 There he took.mp3]"	"<strong>Lá, ele pegou uma&nbsp;<span style=""color: rgb(35, 151, 173);"">galinha</span>.</strong>"
"<strong>He shouted,&nbsp;<span style=""color: rgb(35, 151, 173);"">""Lay!""&nbsp;</span></strong>[sound:51 He shouted lay.mp3]"	"<strong>Ele berrou:&nbsp;<span style=""color: rgb(35, 151, 173);"">""Bote!""</span></strong>"
"<strong>and the hen&nbsp;<span style=""color: rgb(35, 151, 173);"">laid a golden egg</span>.&nbsp;</strong>[sound:52 And the hen.mp3]"	"<strong>e a galinha&nbsp;<span style=""color: rgb(35, 151, 173);"">botou um ovo de ouro</span>.</strong>"
"<strong>When the giant&nbsp;<span style=""color: rgb(35, 151, 173);"">fell asleep</span>,</strong>[sound:53 When the giant.mp3]"	"<strong>Quando o gigante&nbsp;<span style=""color: rgb(35, 151, 173);"">adormeceu</span>,</strong>"
